name,地點,lat,lng,type
先嗇宮,台北市士林區延平北路6段202號204號,25.04649,121.4719,MRT
三重站,台北市大安區臥龍街188巷1號,25.05579,121.4847,MRT
菜寮站,台北市士林區天母東路8巷98號,25.06027,121.4922,MRT
臺北橋站,台北市信義區永吉路30巷168弄1號1樓,25.06306,121.4999,MRT
迴龍站,台北市萬華區昆明街30-1號30-2號1樓,25.02254,121.4127,MRT
丹鳳站,台北市中山區吉林路209號1樓2樓,25.02905,121.4224,MRT
象山站,台北市北投區振興街45號B1,25.03294,121.5688,MRT
台北101/世貿中心站,台北市中正區信義路2段15號1樓,25.03306,121.5632,MRT
信義安和站,台北市士林區克強路11及11-1號1樓,25.03312,121.5528,MRT
大安森林公園站,台北市士林區中正路301號1樓,25.03348,121.5354,MRT
北門站,台北市松山區敦化北路100號1樓,25.04903,121.51,MRT
台北小巨蛋站,台北市中山區龍江路356巷39及41號1樓,25.05145,121.5508,MRT
南京三民站,台北市萬華區成都路96號1樓,25.05146,121.5604,MRT
松山站,台北市士林區劍潭路21號1樓,25.04988,121.5775,MRT
中山國小站,台北市中山區林森北路107巷15號1樓,25.06269,121.5264,MRT
7-11-敦維店,台北市中山區復興北路164號1樓,25.03617,121.5467,C
7-11-安信店,台北市士林區大東路123號125號1樓,25.03308,121.5464,C
7-11-古亭店,台北市北投區致遠一路二段49號51號1樓,25.02235,121.5237,C
7-11-千翔店,台北市士林區華岡路45之1號1樓,25.04577,121.5171,C
7-11-港華店,台北市士林區德行東路106號108號1樓,25.08298,121.5749,C
7-11-前港店,台北市北投區立功街76號1樓,25.08569,121.5215,C
7-11-德芝店,台北市南港區研究院路二段94號96號98巷1號,25.11177,121.5377,C
7-11-合維店,台北市信義區松高路11號B2樓,25.02811,121.5476,C
7-11-江東店,台北市南港區八德路四段778號780號,25.04861,121.5318,C
7-11-麗安店,台北市松山區民生東路4段54號之2一樓,25.08127,121.5723,C
7-11-參龍店,台北市內湖區內湖路三段59巷1號61號63號,25.05706,121.5763,C
7-11-敬群店,台北市文山區景中街45號1樓,25.0799,121.5571,C
7-11-塔優店,台北市信義區永吉路30巷103號,25.05987,121.568,C
7-11-秀湖店,台北市中正區仁愛路二段39號39-1號,25.08445,121.6001,C
7-11-指南店,台北市士林區忠誠路一段126號,24.9876,121.5697,C
7-11-國青店,台北市士林區承德路四段39號,25.02041,121.5446,C
7-11-忠聯店,台北市信義區忠孝東路五段1之6號,25.04051,121.5317,C
7-11-基河店,台北市大安區大安路一段218號,25.07964,121.5591,C
7-11-統家店,台北市文山區興隆路三段108號,25.04002,121.5533,C
7-11-延龍店,台北市信義區和平東路3段461號1樓,25.06915,121.5108,C
7-11-松錦店,台北市大安區仁愛路4段151巷27號,25.061,121.5334,C
7-11-敦北店,台北市松山區新東街60巷16號18號1樓,25.05387,121.5495,C
7-11-敦禾店,台北市松山區敦化北路340-9號,25.02537,121.5496,C
7-11-環金店,台北市南港區研究院路2段14號,25.08475,121.5748,C
7-11-昇隆店,台北市萬華區昆明街197號199號1樓,25.02096,121.5484,C
7-11-富帆店,台北市中正區漢口街一段82號1樓,25.02012,121.4977,C
7-11-港德店,台北市信義區林口街48號,25.0394,121.5916,C
7-11-鑫重寧店,台北市北投區溫泉路73巷5號地下二樓之1,25.02984,121.5159,C
7-11-掬華店,台北市中山區中山北路2段44巷2號1樓,25.02602,121.5083,C
7-11-松山店,台北市中山區一江街23號1樓,25.04076,121.5741,C
7-11-信運店,台北市北投區中和街222號,25.03187,121.5667,C
7-11-漢寧店,台北市內湖區文湖街83號1樓,25.04558,121.5068,C
7-11-鑫文德店,台北市中山區明水路636號樂群三路1號,25.07879,121.5834,C
7-11-權東店,台北市萬華區桂林路55號,25.06258,121.5436,C
7-11-醫學店,台北市松山區南京東路5段66巷3弄1號1樓,25.02725,121.5637,C
7-11-興岩店,台北市中正區博愛路97號1樓,25.00018,121.5532,C
7-11-新格蘭店,台北市萬華區漢口街二段73號1樓,25.04241,121.5128,C
7-11-英雄館店,台北市中正區濟南路2段50號,25.04029,121.5087,C
7-11-文山店,台北市大安區復興南路二段17號,24.98675,121.5689,C
7-11-華碩店,台北市信義區光復南路471號,25.1248,121.4715,C
7-11-福中店,台北市信義區松山路11號1樓,25.03769,121.5833,C
7-11-喬治店,台北市大同區民生西路176號,25.02591,121.5545,C
7-11-圓泉店,台北市中山區長安東路1段75號1樓,25.07073,121.5194,C
7-11-萬華店,台北市內湖區內湖路一段669號,25.03134,121.5007,C
7-11-敦隆店,台北市大安區泰順街13號,25.02358,121.5483,C
7-11-德華店,台北市大同區延平北路3段61-5號,25.10083,121.5222,C
7-11-新秀店,台北市內湖區瑞陽里江南街71巷16弄76號,24.99161,121.5741,C
7-11-新三連店,台北市內湖區內湖路三段141巷7號,25.04047,121.5632,C
7-11-承河店,台北市中山區晴光里中山北路3段47號,25.08909,121.5228,C
7-11-涼州店,台北市北投區溫泉路70號,25.05977,121.5113,C
7-11-統領店,台北市北投區泉源路30號地下一樓,25.04216,121.5522,C
7-11-樂隆店,台北市中山區南京東路一段132巷8號,25.0226,121.5496,C
7-11-溫州店,台北市文山區忠順街1段26巷15號,25.01933,121.53,C
7-11-麟光店,台北市松山區市民大道路四段105號,25.01841,121.557,C
7-11-玉德店,台北市北投區石牌路一段35號,25.045,121.5836,C
7-11-福權店,台北市南港區聯成里昆陽街150-1號150-3號,25.06235,121.5318,C
7-11-國館店,台北市士林區社中街211號1樓,25.04049,121.5564,C
7-11-中愛店,台北市北投區知行路185號1樓,25.0331,121.5203,C
7-11-牯嶺店,台北市南港區中坡南路47號1樓,25.02398,121.5188,C
7-11-崇德店,台北市松山區新東街15巷1號,25.024,121.5556,C
7-11-新東帝店,台北市士林區承德路4段30號,25.02893,121.5493,C
7-11-金龍店,台北市萬華區萬大路292號,25.08456,121.5933,C
7-11-克里斯店,台北市松山區南京東路五段315號,25.06764,121.6134,C
7-11-三德店,台北市大安區忠孝東路四段26巷5號,25.06521,121.5186,C
7-11-博美店,台北市中正區南昌路一段72號,25.0442,121.5112,C
7-11-清圳店,台北市中山區龍江路239號1樓,25.07196,121.6157,C
7-11-柯鑫店,台北市中山區民生東路二段157號,25.05282,121.5234,C
7-11-龍門店,台北市北投區中和街314號316號1樓,25.02558,121.536,C
7-11-龍廣店,台北市中正區中山南路7號B1 樓,25.03658,121.5006,C
7-11-福湖店,台北市南港區南港路3段9號1樓,25.08243,121.5713,C
7-11-經貿店,台北市大安區樂利路76號78號1樓,25.05714,121.6138,C
7-11-辛亥站店,台北市松山區健康路11號,25.00449,121.5566,C
7-11-建安店,台北市松山區民權東路三段160巷9號1樓,25.04269,121.5507,C
7-11-安居店,台北市中山區龍江路104號1樓,25.02042,121.5544,C
7-11-東暉店,台北市南港區研究院路三段72號74號1樓,25.04083,121.5626,C
7-11-重南店,台北市南港區經貿二路168號4樓,25.04417,121.5135,C
7-11-文林店,台北市內湖區環山路一段70號,25.08985,121.5266,C
7-11-金信店,台北市大安區仁愛路4段79號1號,25.03322,121.5269,C
7-11-鑫越店,台北市中正區市民大道3段2號B2樓,25.05182,121.5215,C
7-11-新工農店,台北市萬華區成都路27巷1號1樓,25.04016,121.5717,C
7-11-技安店,台北市大同區長安西路45之2號47號1樓,25.02458,121.5508,C
7-11-歡唱店,台北市大同區民族西路246號248號1樓,25.05612,121.5248,C
7-11-紹興店,台北市士林區承德路五段55號,25.04547,121.5255,C
7-11-新景美店,台北市萬華區興義街6號8號1樓,24.98152,121.5605,C
7-11-丹陽店,台北市大安區和平東路3段298號300號1樓,25.03906,121.5255,C
7-11-統勝店,台北市信義區忠孝東路五段470號1樓,25.11056,121.5146,C
7-11-稻埕店,台北市南港區忠孝東路七段359號1樓,25.05327,121.5089,C
7-11-中興店,台北市萬華區西藏路107號107之1號1樓,25.03209,121.5588,C
7-11-德行店,台北市信義區松高路12號B1樓,25.10897,121.5306,C
7-11-安遠店,台北市信義區松德路127號129號1樓,25.11742,121.513,C
7-11-中陽店,台北市南港區經貿二路186號2樓,25.13797,121.4851,C
7-11-寶昌店,台北市士林區文林路102號B1,25.02368,121.4953,C
7-11-青島店,台北市中山區建國北路2段127號1樓B1樓,25.04394,121.5214,C
7-11-集鑫店,台北市大安區濟南路三段12號1樓,25.08959,121.5051,C
7-11-黎元店,台北市大安區仁愛路4段122巷50號1樓,25.01803,121.5508,C
7-11-天美店,台北市信義區松德路271號,25.11432,121.5301,C
7-11-敦厚店,台北市中山區北安路839-1號,25.04368,121.5691,C
7-11-昆福店,台北市內湖區舊宗路一段128號,25.0472,121.5059,C
7-11-吉林店,台北市萬華區青年路18號1樓,25.06024,121.5304,C
7-11-振興醫店,台北市南港區向陽路166號1樓,25.11751,121.5225,C
7-11-杭信店,台北市中山區長安東路二段178號178-1號1樓,25.03522,121.5253,C
7-11-新天強店,台北市中山區南京東路二段115巷1號,25.10893,121.5246,C
7-11-士正店,台北市中山區長春路182號,25.0947,121.5238,C
7-11-錢京店,台北市中正區新生南路1段126-7號,25.05243,121.5484,C
7-11-濱江店,台北市內湖區民權東路六段296巷3號1樓,25.06616,121.5393,C
7-11-成都店,台北市中山區松江路363號,25.04306,121.5043,C
7-11-三樂店,台北市中正區文祥里臨沂街74號76號,25.08414,121.5227,C
7-11-六條通店,台北市大同區南京西路233巷15號17號1.2樓,25.05032,121.5257,C
7-11-復北店,台北市士林區文林路530號,25.05348,121.5438,C
7-11-新士林店,台北市松山區民生東路五段100號,25.09159,121.5254,C
7-11-福致店,台北市中山區民生東路3段31號,25.11191,121.5136,C
7-11-太學店,台北市中正區廈門街42號46號,25.13784,121.5421,C
7-11-德誠店,台北市文山區羅斯福路五段216號,25.10771,121.5287,C
7-11-和碩店,台北市文山區羅斯福路5段249號1樓,25.12494,121.4693,C
7-11-胡適店,台北市內湖區瑞光路196號,25.04416,121.6158,C
7-11-統誠店,台北市中正區中華路一段41號1樓,25.03972,121.5659,C
7-11-凱松店,台北市內湖區康樂街125巷2號,25.05044,121.5803,C
7-11-明塑店,台北市大安區延吉街237號,25.0577,121.551,C
7-11-碧綠店,台北市萬華區萬青街168號,25.08605,121.592,C
7-11-漢神店,台北市大同區延平北路2段159號161號,24.99272,121.544,C
7-11-永信店,台北市大安區通化街177號,25.04354,121.5688,C
7-11-仁金店,台北市萬華區長沙街2段87號1樓,25.03845,121.5289,C
7-11-誠義店,台北市北投區中央北路二段15號17號,25.10579,121.5288,C
7-11-承富店,台北市中正區懷寧街30號32號1樓,25.08098,121.5229,C
7-11-松捷店,台北市萬華區中華路2段602-1-2號一樓,25.04132,121.5651,C
7-11-信安店,台北市士林區美崙街112號一樓,25.03433,121.5459,C
7-11-興北店,台北市士林區德行東路262號1樓,24.99928,121.5573,C
7-11-麟運店,台北市中正區黎明里忠孝西路一段35號一樓,25.01871,121.5589,C
7-11-建綸店,台北市文山區羅斯福路5段21號1樓,25.0396,121.5519,C
7-11-福源店,台北市萬華區西園路二段140巷52號,25.05813,121.5673,C
7-11-松航店,台北市信義區吳興街156巷2弄2號4號1樓,25.06368,121.5518,C
7-11-研究店,台北市中山區林森北路108號1樓2樓,25.04754,121.6155,C
7-11-漢陽店,台北市萬華區新忠里西藏路125巷17號,25.03914,121.5042,C
7-11-漢慶店,台北市信義區正和里光復南路419巷41號,25.04508,121.5122,C
7-11-萊福店,台北市士林區延平北路五段134號134-2號1樓,25.03825,121.5794,C
7-11-加賀屋店,台北市松山區寶清街34號1樓,25.13591,121.5059,C
7-11-翔運店,台北市文山區萬年里羅斯福路5段170巷33及35號,25.05489,121.5214,C
7-11-江陵店,台北市大安區安和路二段67號,25.05299,121.5316,C
7-11-北投店,台北市文山區木柵路三段88號,25.13917,121.5019,C
7-11-金湖店,台北市信義區吳興街250號1樓,25.08658,121.5641,C
7-11-明水店,台北市士林區福華路126號1樓,25.08271,121.5512,C
7-11-桂明店,台北市中山區敬業三路11號1樓,25.03829,121.5031,C
7-11-吉盛店,台北市萬華區寶興街 43號45號1樓,25.0509,121.561,C
7-11-大永博店,台北市士林區華齡街17巷2號4號1樓,25.04307,121.5116,C
7-11-六福店,台北市信義區市府路45號B1之53,25.04616,121.5052,C
7-11-濟新店,台北市萬華區東園街78號1樓,25.04027,121.5312,C
7-11-復維店,台北市大安區羅斯福路3段283巷14弄16號1樓,25.0324,121.5439,C
7-11-光復店,台北市士林區中山北路7段141巷6之1號1樓,25.03373,121.5577,C
7-11-松泰店,台北市士林區延平北路五段228號230號1樓,25.04919,121.5783,C
7-11-雙連店,台北市中正區羅斯福路3段316巷16號1樓,25.05719,121.5175,C
7-11-長新店,台北市內湖區民權東路6段82號1樓,25.04853,121.528,C
7-11-墘都店,台北市中山區中山北路2段77巷3號5號1樓,25.08004,121.576,C
7-11-新泰順店,台北市信義區松信路148號1樓,25.0251,121.5315,C
7-11-延年店,台北市大安區信義路三段178號1樓,25.06587,121.5111,C
7-11-瑞江店,台北市士林區德行東路6之2號1樓,25.0763,121.5791,C
7-11-金聯發店,台北市大同區延平北路一段89號91號93號1樓,25.08633,121.5892,C
7-11-麥田店,台北市北投區公館路259號1樓,25.06661,121.5227,C
7-11-泉北店,台北市中正區青島西路7號1樓,25.13515,121.5049,C
7-11-泉源店,台北市內湖區成功路2段325號1樓,25.14019,121.5065,C
7-11-國旺店,台北市內湖區民權東路6段180巷17號19號,25.05132,121.5271,C
7-11-忠順店,台北市大安區信義路4段265巷12弄1號,24.98252,121.5597,C
7-11-市大店,台北市中正區南海路50號,25.04521,121.548,C
7-11-百齡店,台北市內湖區東湖路119巷49弄2號1樓,25.11314,121.5102,C
7-11-聯成店,台北市信義區虎林街222巷7號9號1樓,25.04911,121.5942,C
7-11-友成店,台北市文山區興隆路三段111號,25.091,121.5084,C
7-11-知心店,台北市中山區南京東路三段21號1樓,25.11911,121.4662,C
7-11-中坡店,台北市萬華區康定路203號205號1樓,25.04286,121.5836,C
7-11-征東店,台北市中正區林森南路4號之3,25.05855,121.5659,C
7-11-新承德店,台北市內湖區瑞光路406號1樓,25.08038,121.522,C
7-11-新艋舺店,台北市松山區北寧路66號,25.02526,121.5003,C
7-11-通盈店,台北市大安區仁愛路四段266巷15弄22號,25.05158,121.5668,C
7-11-錢忠店,台北市中山區民生東路1段46號46-1號1樓,25.04114,121.5445,C
7-11-南昌店,台北市信義區松隆路192號194號1樓,25.03113,121.5172,C
7-11-建龍店,台北市內湖區內湖路2段249號251號,25.0583,121.5408,C
7-11-佳佳店,台北市松山區八德路三段20-2號,25.05812,121.5359,C
7-11-金和店,台北市大安區羅斯福路4段1號,25.14096,121.4999,C
7-11-台醫店,台北市南港區興華路119號121號123號125號,25.04027,121.5192,C
7-11-玉成店,台北市內湖區洲子街102號1樓,25.05395,121.592,C
7-11-樂利店,台北市內湖區新明路317號,25.0257,121.5519,C
7-11-健一店,台北市中山區明水路581巷15號1樓,25.05322,121.5525,C
7-11-敦化店,台北市萬華區萬大路184號,25.06075,121.5479,C
7-11-龍京店,台北市士林區福港街246號,25.05275,121.5403,C
7-11-華技店,台北市信義區忠孝東路5段617號,25.03472,121.6142,C
7-11-鑫貿店,台北市松山區延壽街99號1樓,25.05872,121.6165,C
7-11-環湖店,台北市南港區忠孝東路六段465號1樓,25.08654,121.5669,C
7-11-頂好店,台北市士林區延平北路五段269號271號1樓,25.03819,121.5474,C
7-11-秋葉原店,台北市萬華區中華路2段34號,25.04548,121.5311,C
7-11-明日店,台北市北投區振興街31號,25.04274,121.5069,C
7-11-長峰店,台北市中正區汀州路3段269號1樓2樓,25.05079,121.518,C
7-11-延民店,台北市大同區民生西路214號216號1樓,25.06851,121.5125,C
7-11-兒樂店,台北市信義區吳興街486號488號1樓,25.09709,121.5147,C
7-11-興義店,台北市中山區建國北路2段13號1樓,25.02668,121.4917,C
7-11-富陽店,台北市大安區復興南路2段82-1及82-2號,25.0206,121.5562,C
7-11-忠林店,台北市北投區明德路99號,25.04066,121.5769,C
7-11-港泰店,台北市萬華區萬大路245號247號1樓,25.05216,121.6069,C
7-11-華藏店,台北市中山區雙城街30號1樓,25.02965,121.5034,C
7-11-新光店,台北市中山區建國北路二段151巷8號1樓,25.03885,121.5668,C
7-11-德鄰店,台北市士林區忠義街121號,25.03743,121.5753,C
7-11-中貿店,台北市內湖區江南街128號,25.05997,121.6153,C
7-11-士鑽店,台北市松山區南京東路4段51號之2,25.08784,121.5262,C
7-11-建錦店,台北市信義區基隆路一段398號1樓,25.05995,121.5373,C
7-11-濟南店,台北市松山區三民路115號,25.04011,121.5339,C
7-11-敦信店,台北市信義區吳興街284巷18弄2號,25.03443,121.5501,C
7-11-松義店,台北市士林區中山北路七段156號1樓,25.03291,121.5746,C
7-11-美麗華店,台北市松山區八德路四段245巷35號,25.08467,121.5573,C
7-11-大潤發店,台北市南港區成福路145號147號,25.06097,121.578,C
7-11-青園店,台北市內湖區康樂街213號,25.02601,121.5057,C
7-11-向揚店,台北市中山區長春路257號,25.05577,121.5943,C
7-11-鑫安江店,台北市文山區羅斯福路六段308號310號,25.04822,121.5406,C
7-11-松盛店,台北市大安區復興南路2段151巷41號,25.05261,121.5337,C
7-11-國學店,台北市松山區民生東路4段55巷10號,25.05471,121.5342,C
7-11-新南店,台北市中正區中華路二段157號,25.03712,121.5325,C
7-11-康葫店,台北市松山區復興北路313巷25號,25.07242,121.6056,C
7-11-權松店,台北市中山區民權東路二段26號,25.06395,121.5335,C
7-11-臨沂店,台北市中山區北安路649號,25.03456,121.5278,C
7-11-詠樂店,台北市中正區汀州路一段129號,25.05427,121.5105,C
7-11-丹樺店,台北市內湖區康寧路一段160號,25.09725,121.5241,C
7-11-東吉店,台北市士林區忠義街68號,25.05844,121.5603,C
7-11-新西華店,台北市北投區承德路7段378號,25.05807,121.5391,C
7-11-新廈門店,台北市文山區萬和街6號2樓之1,25.02566,121.5174,C
7-11-羅斯福店,台北市松山區寧安街3巷11號1樓,25.00233,121.5386,C
7-11-萬隆站店,台北市信義區基隆路一段333號B3,25.00165,121.5393,C
7-11-見晴店,台北市大同區重慶北路三段47號49號1樓,25.07501,121.577,C
7-11-欣漢華店,台北市內湖區瑞光路188巷51號1樓,25.04492,121.5094,C
7-11-瓏山林店,台北市中山區合江街60號,25.0734,121.6196,C
7-11-延吉店,台北市大同區南京西路296號298號1樓,25.03662,121.5557,C
7-11-克難店,台北市中正區館前路59號1樓,25.02351,121.5015,C
7-11-延埕店,台北市內湖區陽光街349號1樓,25.05837,121.5116,C
7-11-華電店,台北市內湖區東湖路120號1樓,25.02761,121.5536,C
7-11-新起店,台北市松山區南京東路四段52巷1號1樓,25.04057,121.5049,C
7-11-政戰店,台北市大安區金華街140號1樓,25.13646,121.496,C
7-11-鑫華福店,台北市松山區延吉街27-1號1樓,25.04541,121.5141,C
7-11-中寧店,台北市南港區忠孝東路七段371號B2,25.02466,121.51,C
7-11-冬樂店,台北市萬華區萬大路486巷61號63號1樓,25.09714,121.5197,C
7-11-德東店,台北市士林區中山北路五段250號,25.10975,121.5347,C
7-11-鑫台北店,台北市內湖區新湖二路329號1樓,25.04614,121.5187,C
7-11-新萬盛店,台北市內湖區五分街9號11號1樓,25.00792,121.5385,C
7-11-園舺店,台北市文山區木柵路1段17巷1號1樓,25.03153,121.4949,C
7-11-三興店,台北市大安區敦化南路1段247巷12號1樓,25.0291,121.5614,C
7-11-森北店,台北市大安區基隆路4段43號1樓,25.05093,121.5249,C
7-11-國雙店,台北市大安區信義路四段294巷7號1樓,25.02805,121.5026,C
7-11-仁和店,台北市中山區南京東路二段11號1樓,25.03661,121.5585,C
7-11-葫蘆店,台北市松山區南京東路四段2號,25.08206,121.5107,C
7-11-聰明店,台北市中山區樂群三路218號1樓,25.05272,121.5678,C
7-11-萬福店,台北市北投區西安街2段345號1樓,25.00466,121.5366,C
7-11-臨江店,台北市松山區南京東路五段16號1樓,25.03058,121.5526,C
7-11-木盛店,台北市大安區安東街50之2號50之3號50之4號,24.98854,121.5669,C
7-11-北醫大店,台北市信義區信義路五段7號35樓,25.02584,121.5612,C
7-11-芝山店,台北市士林區基河路368號370號,25.10271,121.5229,C
7-11-薇美店,台北市士林區後港街210號,25.08364,121.5559,C
7-11-鑫寶店,台北市大安區信義路二段198巷6號1樓,25.02737,121.4935,C
7-11-華齡店,台北市南港區玉成街69號1樓,25.08308,121.5193,C
7-11-台金店,台北市大安區基隆路四段43號第三餐廳,25.03349,121.5641,C
7-11-萬長店,台北市北投區裕民一路40巷1號,25.02499,121.4968,C
7-11-大台店,台北市松山區民生東路3段127巷6號,25.01831,121.5326,C
7-11-天真店,台北市士林區天玉街8號,25.12118,121.532,C
7-11-葫東店,台北市士林區延平北路六段122號124號1樓,25.08421,121.5101,C
7-11-羅館店,台北市信義區松山路136號138號,25.01544,121.5323,C
7-11-民東店,台北市松山區八德路四段686號,25.06871,121.5857,C
7-11-國賓店,台北市中山區松江路183號183-1號1樓,25.05756,121.5232,C
7-11-松信店,台北市中正區衡陽路6號1樓,25.04368,121.5719,C
7-11-鑫復店,台北市中正區開封街一段40號42號1樓,25.0332,121.5423,C
7-11-蘭雅店,台北市內湖區瑞光路517號1樓,25.10634,121.5254,C
7-11-延華店,台北市中山區長安東路二段101號,25.05176,121.512,C
7-11-公岩店,台北市文山區興隆路2段219號,25.12553,121.5082,C
7-11-兒醫店,台北市大安區通化里光復南路616號,25.04493,121.5182,C
7-11-國醫店,台北市士林區中正路227號,25.07176,121.5926,C
7-11-名寶店,台北市士林區光華路26巷10號1樓,25.06738,121.5934,C
7-11-信義店,台北市中山區林森北路380之1號1樓,25.03432,121.5543,C
7-11-南海店,台北市中山區朱崙街60號1樓,25.03206,121.5153,C
7-11-鑫輝煌店,台北市士林區天母里天母西路39-1號1樓,25.06989,121.6171,C
7-11-信林店,台北市中正區忠孝西路1段66號B1樓,25.03718,121.5771,C
7-11-萬芳醫店,台北市松山區民生東路三段130巷2之1號1樓,24.99969,121.5576,C
7-11-國京店,台北市文山區指南路2段99號101號,25.05231,121.5378,C
7-11-龍山店,台北市大安區樂利路29號29-1號,25.03602,121.5015,C
7-11-千成店,台北市信義區松仁路162號164號1樓,25.04396,121.523,C
7-11-里昂店,台北市大安區仁愛路三段74號1樓,25.0781,121.5707,C
7-11-北體店,台北市中山區龍江路322號,25.05093,121.5528,C
7-11-泰利店,台北市大安區和平東路一段266號,25.03654,121.5542,C
7-11-林北店,台北市南港區南港路三段49-1號,25.0579,121.5244,C
7-11-松錢店,台北市大安區基隆路2段142之1號及142之2號,25.04676,121.5723,C
7-11-達人店,台北市松山區敦化北路168號B2,25.08202,121.5897,C
7-11-台場店,台北市中正區林森南路12號,25.0481,121.5511,C
7-11-鹿鳴店,台北市中山區天津街65號,25.0152,121.5375,C
7-11-港興店,台北市大安區和平東路1段91號,25.0569,121.6056,C
7-11-瑞東店,台北市內湖區內湖路一段285巷65弄3號5號1樓,25.07999,121.5706,C
7-11-成美店,台北市中山區林森北路572號,25.05689,121.5847,C
7-11-大永店,台北市北投區中和街476號478號,25.08013,121.5509,C
7-11-萬和店,台北市內湖區瑞光路316巷56號1樓,25.02794,121.5003,C
7-11-新劍潭店,台北市中山區錦州街229號1樓,25.08435,121.5175,C
7-11-捷忠店,台北市中正區中山南路20號B1樓,25.04169,121.5791,C
7-11-延新店,台北市松山區光復北路11巷44號,25.05722,121.5663,C
7-11-忠陽店,台北市萬華區武昌街二段114之3號,25.05093,121.5941,C
7-11-福陽店,台北市北投區尊賢街247號,25.0853,121.5096,C
7-11-大埔店,台北市松山區東興路13之1號,25.03304,121.505,C
7-11-護專店,台北市士林區中正路324號,25.118,121.5223,C
7-11-鑫館店,台北市文山區羅斯福路六段20號22號,25.01257,121.5354,C
7-11-鑫寧店,台北市松山區南京東路五段334號336號1樓,25.05687,121.515,C
7-11-總站店,台北市中山區興安街112號一樓,25.02341,121.5695,C
7-11-建欣店,台北市中山區明水路397巷7弄25號1樓,25.05374,121.5373,C
7-11-喜悅店,台北市內湖區民權東路6段120巷7弄8號,25.0309,121.5434,C
7-11-明華店,台北市大安區古風里泰順街64號1樓,25.10952,121.5194,C
7-11-萬大店,台北市士林區中正路220號222號,25.02613,121.5007,C
7-11-新晴光店,台北市松山區健康路224號,25.06589,121.5242,C
7-11-金宴店,台北市內湖區金湖路405號1樓,25.0617,121.5381,C
7-11-芝玉店,台北市松山區延壽街422號,25.10768,121.5328,C
7-11-瑞湖店,台北市松山區南京東路5段15號1樓,25.07624,121.5755,C
7-11-首都店,台北市士林區天母東路88之1號1樓,25.05205,121.551,C
7-11-凱悅店,台北市信義區虎林街85號,25.03429,121.56,C
7-11-朝福店,台北市大安區和平東路二段118巷33號,25.05807,121.5632,C
7-11-吳興店,台北市文山區景華里景興路14號,25.02453,121.5634,C
7-11-天裕店,台北市信義區莊敬路325巷43號,25.12397,121.5327,C
7-11-影城店,台北市大安區仁愛路三段25-1號27號,25.05047,121.5644,C
7-11-新福玉店,台北市松山區八德路2段366巷7號1樓,25.04159,121.5878,C
7-11-瓏馬店,台北市北投區明德路87號89號1樓,25.07623,121.6217,C
7-11-春龍店,台北市萬華區西園路一段238號1之2樓,25.05478,121.5407,C
7-11-滬江店,台北市松山區民生東路四段130號,24.9906,121.5396,C
7-11-合旺店,台北市內湖區金龍路215號1樓,25.02849,121.5454,C
7-11-東鑫店,台北市文山區木新路三段327號,25.05834,121.5504,C
7-11-萬光店,台北市中正區汀州路三段129號,25.03116,121.5043,C
7-11-東復店,台北市士林區天母東路8巷39號1樓,25.05902,121.5463,C
7-11-勝權店,台北市內湖區東湖路45號,25.06236,121.5289,C
7-11-直安店,台北市內湖區港墘路46號48號1樓,25.08405,121.5492,C
7-11-汀州店,台北市大同區長安西路52之1號B1,25.02805,121.5095,C
7-11-康雲店,台北市大同區華陰街91號,25.07905,121.5944,C
7-11-凱立店,台北市大安區永康街2巷12號1樓,25.10586,121.5313,C
7-11-立農店,台北市萬華區西寧南路141號1樓2樓,25.11879,121.5028,C
7-11-萬美店,台北市信義區忠孝東路四段559巷6號,25.00195,121.5674,C
7-11-新育商店,台北市大安區敦化南路二段63巷7號1樓,25.049,121.555,C
7-11-國貿店,台北市松山區八德路四段321號,25.03423,121.561,C
7-11-慶吉店,台北市文山區興隆路三段42號,25.06565,121.5139,C
7-11-瑞富店,台北市士林區延平北路六段505號,25.07399,121.5761,C
7-11-合江店,台北市萬華區萬大路495號497號,25.05583,121.5391,C
7-11-南西店,台北市松山區三民路10號,25.05385,121.5138,C
7-11-興信鑫店,台北市中山區農安街178號,25.04472,121.5152,C
7-11-樂陽店,台北市松山區復興北路179號,25.07308,121.5776,C
7-11-樂湖店,台北市中正區廣州街10-2號10-3號10-4部分號1樓,25.06812,121.6162,C
7-11-京育店,台北市中正區思源街16號,25.05117,121.5537,C
7-11-金華店,台北市中正區中華路一段59之16號,25.02982,121.5284,C
7-11-吉仁店,台北市大同區長安西路271號1樓及273巷2號1樓,25.04599,121.5537,C
7-11-港環球店,台北市中山區錦州街263號,25.05182,121.6046,C
7-11-萬東店,台北市南港區南港路一段305號,25.02052,121.4958,C
7-11-銘傳店,台北市中山區北安路621巷48號,25.08607,121.5276,C
7-11-全球店,台北市中山區中山北路二段98號,25.06458,121.5835,C
7-11-悅來店,台北市信義區基隆路二段131-4號,25.06778,121.6124,C
7-11-世新大店,台北市松山區八德路四段697號1樓,24.98849,121.5425,C
7-11-誠安店,台北市信義區基隆路1段178號180號1樓,25.03878,121.55,C
7-11-台科一店,台北市大安區復興南路2段203號,25.01325,121.5411,C
7-11-鑫通店,台北市中正區延平南路177號,25.03356,121.5444,C
7-11-吉鑫店,台北市中正區汀州路一段285號一樓,25.05231,121.5285,C
7-11-小巨蛋店,台北市北投區大興街44號46號1樓,25.05079,121.5499,C
