土地區段位置或建物區門牌,lng,lat,cluster
臺北市內湖區成功路二段451號,121.5897,25.07213,1
臺北市大安區新生南路二段31號,121.5338,25.02985,3
臺北市松山區塔悠路271號,121.5692,25.06007,2
臺北市信義區光復南路415巷211號,121.5602,25.03683,3
臺北市信義區松智路31號,121.5654,25.03125,3
臺北市中正區汀州路二段271號,121.5242,25.02223,1
臺北市大安區麗水街16巷1號,121.5288,25.0318,3
臺北市大安區泰順街40巷10弄1號,121.531,25.02399,1
臺北市內湖區成功路五段450巷23弄1號,121.6076,25.07422,2
臺北市北投區磺港路121號,121.5032,25.12958,4
臺北市松山區敦化南路一段80巷31號,121.5473,25.04682,3
臺北市中正區仁愛路二段98巷1號,121.5317,25.03862,3
臺北市士林區中社路二段17巷1號,121.5622,25.10873,4
臺北市士林區文林路643巷3弄1號,121.5227,25.10007,1
臺北市信義區忠孝東五段781號,121.5814,25.04385,4
臺北市大安區信義路四段265巷5弄1號,121.5545,25.03387,3
臺北市大安區光復南路72巷23弄1號,121.5569,25.04419,3
臺北市信義區林口街151號,121.5818,25.0406,4
臺北市大安區建國南路一段279巷1號,121.5372,25.03576,1
臺北市大安區瑞安街208巷47弄1號,121.5407,25.03009,1
臺北市松山區光復南路22巷1號,121.5573,25.04718,3
臺北市信義區光復南路415巷121號,121.5602,25.03621,3
臺北市大安區忠孝東路三段248巷1號,121.5414,25.04088,3
臺北市大安區瑞安街256巷1號,121.5395,25.027,1
臺北市松山區三民路166巷1號,121.5634,25.06204,1
臺北市士林區中山北路六段195巷1號,121.5247,25.10783,4
臺北市內湖區文德路61號,121.5818,25.07869,1
臺北市大安區潮州街60巷1號,121.5238,25.02903,3
臺北市北投區崇仁路一段151號,121.5022,25.12374,1
臺北市中正區晉江街1號,121.5212,25.02636,3
臺北市士林區德行東路104巷1號,121.5286,25.10711,4
臺北市大安區瑞安街181號,121.5391,25.02569,1
臺北市松山區三民路1號,121.5639,25.05556,1
臺北市松山區富錦街417巷1號,121.5609,25.06103,1
臺北市大安區金山南路二段151號,121.5266,25.02935,3
臺北市中山區明水路361號,121.5452,25.07765,2
臺北市松山區南京東路五段123巷2弄1號,121.561,25.0522,3
臺北市松山區八德路三段155巷4弄1號,121.5553,25.04867,3
臺北市信義區忠孝東路五段790巷47弄1號,121.5649,25.04132,1
臺北市松山區健康路1號,121.5585,25.05356,3
臺北市信義區福德街300巷1號,121.5869,25.03971,1
臺北市大安區永康街23巷31號,121.5301,25.03191,3
臺北市中正區中華路二段121號,121.5048,25.03221,4
臺北市松山區塔悠路151號,121.5699,25.05456,1
臺北市大同區大龍街91巷1號,121.5164,25.06736,4
臺北市松山區民生東路四段97巷2弄1號,121.5522,25.05852,1
臺北市松山區敦化北路222巷18弄1號,121.5479,25.05931,3
臺北市大安區大安路二段31號,121.5462,25.03192,3
臺北市信義區信義路六段12巷1號,121.5752,25.03357,1
臺北市信義區安康里29鄰松勇路69巷1號,121.5702,25.0336,3
臺北市中山區復興北路421號,121.5445,25.06308,1
臺北市中山區北安路608巷1號,121.5497,25.08203,1
臺北市大安區金華街91號,121.5219,25.03102,3
臺北市內湖區民權東路六段151號,121.5946,25.06903,2
臺北市內湖區成功路五段451號,121.607,25.07476,2
臺北市信義區光復南路419巷1號,121.558,25.03646,3
臺北市大安區瑞安街61巷1弄1號,121.5426,25.02897,3
臺北市中正區羅斯福路三段84巷1號,121.526,25.02138,1
臺北市中山區松江路421號,121.5335,25.06538,3
臺北市松山區八德路四段245巷32弄31號,121.5637,25.0498,3
臺北市士林區忠義街91號,121.5323,25.10635,4
臺北市大安區仁愛路三段123巷3弄1號,121.5422,25.03876,3
臺北市大安區四維路6巷1號,121.548,25.03711,3
臺北市北投區大業路361號,121.4956,25.13269,1
臺北市信義區忠孝東路四段553巷52弄1號,121.5627,25.04469,1
臺北市文山區萬壽路61巷31號,121.5896,24.98712,2
臺北市北投區石牌路一段166巷1號,121.5144,25.11298,1
臺北市南港區東新街121號,121.5852,25.0479,1
臺北市內湖區環山路一段1號,121.5657,25.08268,3
臺北市中正區林森南路121號,121.5226,25.0427,3
臺北市大安區和平東路二段96巷10弄1號,121.5409,25.02327,1
臺北市中山區新生北路二段5巷1號,121.5284,25.05277,3
臺北市大安區樂利路28巷1號,121.5512,25.02709,3
臺北市信義區永吉路30巷119弄31號,121.5701,25.0432,3
臺北市大安區光復南路676巷1號,121.5568,25.03055,3
臺北市松山區寧安街1號,121.5545,25.04936,3
臺北市大安區信義路四段61號,121.5455,25.03356,3
臺北市信義區忠孝東路四段559巷31號,121.5637,25.04232,1
臺北市中山區北安路811號,121.5554,25.0852,1
臺北市士林區雨農路49巷1號,121.5319,25.0996,2
臺北市中正區連雲街1號,121.5314,25.03599,3
臺北市大安區安居街124巷1號,121.5518,25.01842,1
臺北市中山區錦州街426巷1弄1號,121.5429,25.0599,3
臺北市松山區三民路136巷31號,121.5636,25.05513,1
臺北市文山區興隆路二段96巷61號,121.5511,24.99845,4
臺北市大安區樂業街108巷31號,121.5508,25.02028,1
臺北市中正區汀州路二段91號,121.518,25.02537,3
臺北市中正區汀州路一段61號,121.5078,25.03008,4
臺北市北投區承德路七段342巷1號,121.5044,25.11736,1
臺北市大同區仁愛路二段61號,121.5301,25.03848,3
臺北市中山區建國北路二段211號,121.5372,25.06162,3
臺北市松山區撫遠街391號,121.5657,25.06494,2
臺北市萬華區中華路二段416巷31號,121.505,25.02718,4
臺北市松山區民生東路三段113巷1號,121.5461,25.05979,3
臺北市士林區基河路31號,121.5249,25.08652,1
臺北市內湖區清白里金湖路121號,121.5986,25.08012,1
臺北市大安區復興南路一段79巷31號,121.5454,25.04473,3
臺北市北投區致遠一路一段91號,121.5153,25.10916,2
臺北市中正區中正區杭州南路一段77巷1號,121.5263,25.039,3
臺北市中正區汀州路一段151號,121.5103,25.02751,4
臺北市大安區全安里安和路二段171巷1號,121.5508,25.02818,3
臺北市大安區忠孝東路三段248巷13弄1號,121.5417,25.04084,3
臺北市大安區建國南路一段258巷1號,121.5372,25.03576,1
臺北市松山區南京東路四段133巷8弄1號,121.555,25.05299,3
臺北市中正區泰安街1號,121.5279,25.03997,3
臺北市中正區汀州路二段181號,121.5217,25.02409,3
臺北市大安區和平東路一段183巷7弄1號,121.5332,25.02725,1
臺北市大安區信義路二段10巷11弄1號,121.5255,25.03416,3
臺北市文山區試院路121號,121.5481,24.98886,2
臺北市南港區福德街331號,121.5883,25.03934,2
臺北市大安區師大路68巷1號,121.5282,25.02404,3
臺北市士林區中山北路六段427巷6弄1號,121.5267,25.1144,1
臺北市北投區奇岩路241巷1號,121.5072,25.13466,4
臺北市士林區石牌路一段166巷1號,121.5144,25.11298,1
臺北市大安區溫州街11巷1號,121.5338,25.02558,1
臺北市松山區民生東路四段80巷1弄1號,121.5531,25.05768,1
臺北市士林區中山北路七段114巷72弄1號,121.5356,25.12105,1
臺北市北投區同德街1號,121.5283,25.12532,2
臺北市信義區光復南路419巷91號,121.5594,25.03656,3
臺北市大安區復興南路一段107巷31號,121.5457,25.0437,3
臺北市大安區和平東路二段76巷17弄1號,121.54,25.0235,1
臺北市信義區中坡南路22巷1號,121.5828,25.04326,4
臺北市中正區南昌路一段125巷12弄1號,121.5168,25.03142,4
臺北市中正區新生南路一段132巷6弄1號,121.5321,25.03639,3
臺北市大安區溫州街74巷1弄1號,121.5324,25.01951,1
臺北市信義區和平東路三段391巷31號,121.5587,25.02044,2
臺北市大安區復興南路二段125巷20弄1號,121.5444,25.02887,3
臺北市大安區仁愛路四段211號,121.5515,25.03765,3
臺北市中正區濟南路二段62巷1號,121.5323,25.03983,3
臺北市信義區虎林街120巷181弄1號,121.5734,25.04232,4
臺北市中正區和平西路二段121號,121.5063,25.03285,4
臺北市士林區德行東路104巷9弄1號,121.5287,25.1068,4
臺北市信義區基隆路一段361號,121.5612,25.03599,3
臺北市大安區光復南路560巷1號,121.5571,25.03913,3
臺北市北投區天母西路117巷32弄1號,121.5248,25.12048,1
臺北市大安區大安路二段132巷1號,121.5458,25.03005,3
臺北市萬華區萬大路481號,121.4981,25.02031,1
臺北市松山區八德路三段106巷61號,121.5544,25.04485,3
臺北市大安區和平東路二段265巷1號,121.5441,25.02526,3
臺北市中正區寧波西街182巷1號,121.5106,25.02655,4
臺北市信義區永吉路321巷1號,121.5757,25.0461,3
臺北市中正區連雲街26巷1號,121.5316,25.03648,3
臺北市大安區瑞安街120巷1號,121.5425,25.02982,3
臺北市萬華區德昌街1號,121.5001,25.02537,4
臺北市北投區榮華三路31號,121.5208,25.11389,1
臺北市中正區汀州路三段61號,121.5282,25.01815,1
臺北市大安區安和路一段127巷31號,121.554,25.03536,3
臺北市士林區福華路147巷1號,121.5221,25.10315,1
臺北市大安區瑞安街208巷61號,121.5406,25.03069,1
臺北市中正區汀州路一段340巷4弄1號,121.5125,25.02607,4
臺北市中山區明水路421號,121.5491,25.07749,2
臺北市信義區忠孝東路四段553巷46弄1號,121.5631,25.04434,1
臺北市南港區忠孝東路六段91號,121.5851,25.04804,1
臺北市信義區永吉路200巷21弄1號,121.5728,25.04467,4
臺北市大安區復興南路二段160巷1號,121.543,25.02793,1
臺北市大安區信義路二段148巷1號,121.5287,25.03317,3
臺北市松山區新東街31號,121.5682,25.05808,1
臺北市大安區敦化南路一段161巷1號,121.5495,25.0436,3
臺北市大安區延吉街70巷2弄1號,121.5538,25.0426,3
臺北市大安區瑞安街91號,121.5406,25.02762,1
臺北市大安區基隆路二段211號,121.5515,25.02312,4
臺北市松山區光復南路57巷1號,121.5581,25.04587,3
臺北市中正區南昌路一段74巷1號,121.517,25.03101,4
臺北市中正區南昌路一段54巷1號,121.5163,25.03079,4
臺北市中山區龍江路286巷1號,121.5402,25.06112,3
臺北市中山區松江路361號,121.5335,25.06364,3
臺北市信義區嘉興街151號,121.5573,25.02824,3
臺北市中山區吉林路1號,121.5306,25.06759,4
臺北市信義區忠孝東路五段743巷21弄1號,121.5808,25.04373,4
臺北市大安區大安路二段141巷31號,121.5462,25.03192,3
臺北市文山區興隆路一段91號,121.5415,25.00296,2
臺北市松山區光復北路11巷91號,121.5619,25.05042,3
臺北市中正區博愛路181號,121.5109,25.03486,4
臺北市大安區瑞安街23巷24弄1號,121.5452,25.03019,3
臺北市松山區民權東路三段106巷15弄1號,121.5451,25.06002,3
臺北市大安區建國南路二段308巷10弄1號,121.537,25.02395,1
臺北市信義區忠孝東路四段553巷22弄31號,121.5635,25.04383,1
臺北市中山區民生東路二段147巷5弄1號,121.5349,25.0593,3
臺北市士林區忠誠路一段31號,121.5272,25.10416,4
臺北市松山區慶城街16巷1號,121.5456,25.05314,3
臺北市中山區民生東路二段147巷12弄1號,121.5345,25.0599,3
臺北市中山區北安路608巷4弄1號,121.5493,25.08191,1
臺北市松山區八德路四段389巷1號,121.5685,25.04962,4
臺北市大安區忠孝東路四段223巷49弄1號,121.5527,25.04294,3
臺北市大安區光復南路271號,121.5577,25.04033,3
臺北市中正區青島東路31號,121.525,25.04334,3
臺北市松山區南京東路三段303巷3弄1號,121.547,25.05345,3
臺北市中山區南京東路一段13巷7弄1號,121.5239,25.05363,3
臺北市大安區龍泉街61號,121.5294,25.0233,1
臺北市松山區南京東路四段53巷10弄1號,121.5512,25.0532,3
臺北市文山區興隆路二段96巷91號,121.5509,24.99768,1
臺北市大安區四維路76巷1號,121.548,25.03441,3
臺北市大安區敦化南路一段233巷1號,121.5494,25.0404,3
臺北市信義區信義路六段76巷3弄1號,121.5773,25.03491,1
八德路二段61號,121.5348,25.04522,3
臺北市大安區信義路四段99巷31號,121.5471,25.03487,3
臺北市中山區明水路397巷2弄1號,121.5494,25.07878,1
臺北市萬華區青年路61號,121.5062,25.02619,4
臺北市士林區基河路361號,121.518,25.09561,1
臺北市松山區福德街151號,121.5803,25.03645,1
臺北市大安區臥龍街31巷1號,121.547,25.02338,3
臺北市信義區吳興街156巷2弄1號,121.5618,25.02912,3
臺北市中正區紹興南街32巷1號,121.5231,25.03789,4
臺北市中正區羅斯福路二段4巷1號,121.5208,25.02961,3
臺北市松山區健康路391號,121.5689,25.0545,1
臺北市士林區中山北路六段157巷1號,121.5251,25.10261,1
臺北市中山區基湖路120巷30弄1號,121.5624,25.07799,1
臺北市中山區敬業二路69巷1號,121.5534,25.08215,4
臺北市大安區忠孝東路三段211號,121.5395,25.04191,3
臺北市大安區溫州街74巷1號,121.5319,25.0198,1
臺北市大同區大龍街1號,121.516,25.06327,3
臺北市大安區辛亥路二段31號,121.536,25.02292,1
臺北市松山區信義路五段91巷12弄1號,121.5708,25.03383,1
臺北市松山區富錦街1號,121.5652,25.06097,1
臺北市士林區天母北路28巷31號,121.5256,25.11953,4
臺北市南港區研究院路一段101巷1號,121.6144,25.04933,2
臺北市中山區松江路226巷1號,121.5324,25.05843,3
臺北市大安區忠孝東路三段181號,121.5385,25.04176,3
臺北市士林區忠誠里忠誠路一段16巷31號,121.5261,25.1059,4
臺北市中山區遼寧街31號,121.5424,25.04802,3
農安街271巷1號,121.5357,25.06498,3
臺北市松山區三民路107巷1號,121.5632,25.0577,1
臺北市萬華區環河南路二段130巷4弄1號,121.4945,25.03668,1
臺北市大安區信義路四段265巷20弄1號,121.5544,25.03455,3
臺北市大安區辛亥路一段91號,121.5309,25.02184,1
臺北市大安區光復南路61號,121.558,25.04563,3
臺北市大安區和平東路二段118巷4弄31號,121.5415,25.02416,1
臺北市文山區溪口街1號,121.538,24.99574,2
臺北市大安區信義路四段199巷31號,121.5518,25.03532,3
臺北市士林區福國路50巷1號,121.5238,25.10243,1
臺北市大安區建國南路一段307巷1號,121.5384,25.0353,1
臺北市松山區忠孝東路四段553巷16弄1號,121.5631,25.04284,1
臺北市中正區重慶南路三段61號,121.5163,25.0267,4
臺北市中山區復興北路421號,121.5421,25.06586,1
臺北市中正區三元街61號,121.5079,25.03029,4
臺北市信義區永吉路30巷151弄1號,121.5689,25.04251,3
臺北市大安區新生南路一段151巷1號,121.5332,25.03541,3
臺北市大安區和平東路二段118巷6弄1號,121.5427,25.02401,1
臺北市大安區復興南路二段1號,121.5437,25.02679,1
臺北市士林區雨農路1號,121.5325,25.09763,2
臺北市松山區光復北路161巷1號,121.5558,25.05589,1
臺北市大安區復興南路二段180巷1號,121.5431,25.02746,1
臺北市中正區羅斯福路二段8巷14弄1號,121.5204,25.02844,3
臺北市中山區松江路124巷1號,121.5327,25.05271,3
臺北市大安區信義路三段151號,121.5422,25.03365,3
臺北市大安區和平東路二段118巷4弄1號,121.5427,25.02401,1
臺北市松山區民生東路五段69巷21弄1號,121.5579,25.0596,1
臺北市信義區基隆路二段79巷33弄1號,121.5597,25.02963,3
臺北市士林區天母北路91號,121.5268,25.12289,4
臺北市大安區瑞安街120巷10弄1號,121.5421,25.03005,3
臺北市大安區光復南路290巷61號,121.5554,25.03936,3
臺北市松山區八德路三段106巷1號,121.5537,25.04768,3
臺北市中正區銅山街1號,121.5262,25.04029,3
臺北市士林區芝玉路一段211號,121.5338,25.10899,1
臺北市大安區金山南路二段121號,121.5268,25.03029,3
臺北市大安區溫州街1號,121.5332,25.01974,1
臺北市松山區光復南路17巷1號,121.5581,25.04717,3
臺北市松山區復興北路313巷1號,121.5458,25.05906,3
臺北市松山區新東街6巷1號,121.5664,25.05746,1
臺北市大安區復興南路二段308巷1號,121.5432,25.02368,1
臺北市大安區忠孝東路四段223巷34弄1號,121.5532,25.04305,3
臺北市中正區愛國東路91號,121.5201,25.03338,1
臺北市大安區安和路二段171巷1號,121.5508,25.02818,3
臺北市大安區金山南路二段141巷31號,121.5282,25.02942,3
臺北市大安區建國南路二段69巷31號,121.5382,25.03233,1
臺北市萬華區萬大路486巷61號,121.4958,25.02052,2
臺北市大安區杭州南路二段93巷1號,121.5221,25.02862,3
臺北市士林區克強路15巷1號,121.5243,25.10821,4
臺北市中山區松江路150巷1號,121.531,25.05413,3
臺北市大安區忠孝東路四段205巷29弄1號,121.552,25.04319,3
臺北市松山區松山區富錦街359巷2弄1號,121.558,25.06074,2
臺北市南港區成福路149巷5弄1號,121.5885,25.04192,4
臺北市大安區仁愛路四段48巷1號,121.5472,25.03712,3
臺北市大安區四維路124巷1號,121.5478,25.03185,3
臺北市中山區松江路156巷1號,121.5327,25.05446,3
臺北市中正區林森南路91號,121.5215,25.0383,1
臺北市內湖區文湖街81巷31號,121.5611,25.08661,2
臺北市松山區北寧路61號,121.5527,25.05067,3
臺北市大安區瑞安街222巷31號,121.5392,25.0283,1
臺北市士林區天母西路13巷1號,121.5282,25.11873,4
臺北市中正區仁愛路二段65巷1號,121.5305,25.03867,3
臺北市中山區北安路518巷14弄1號,121.5456,25.07938,1
臺北市大安區安和路一段78巷1號,121.5522,25.0351,3
臺北市中山區基湖路112巷1號,121.5628,25.0794,1
臺北市中正區羅斯福路三段58巷1號,121.5276,25.02026,1
臺北市中正區臨沂街10巷1號,121.5302,25.04168,3
臺北市中正區南昌路二段202巷1號,121.5242,25.02417,3
臺北市大安區臨江街40巷31號,121.5559,25.02892,3
臺北市大安區忠孝東路四段181巷31號,121.5509,25.04363,3
臺北市大安區瑞安街208巷24弄1號,121.5407,25.03085,1
臺北市內湖區內湖路一段47巷31號,121.5591,25.08568,1
臺北市大安區安和路二段71巷1號,121.5522,25.03177,3
臺北市大安區羅斯福路三段269巷51弄1號,121.5314,25.02019,1
臺北市松山區八德路四段181號,121.5633,25.04896,3
臺北市大安區金山南路二段192巷31號,121.5254,25.02815,3
臺北市大安區復興南路二段160巷17弄1號,121.5444,25.02946,3
臺北市大安區仁愛路三段5巷5弄1號,121.5337,25.03986,3
臺北市信義區松仁路308巷91號,121.5687,25.0368,3
臺北市大安區延吉街233巷1號,121.556,25.03689,3
臺北市松山區復興北路313巷31號,121.5465,25.05905,3
臺北市中山區新生北路三段11巷31號,121.5287,25.06365,3
臺北市大同區承德路二段75巷1號,121.5185,25.05584,3
臺北市中山區北安路588巷30弄1號,121.5275,25.07708,2
臺北市大同區重慶北路三段191巷1號,121.5144,25.06953,4
臺北市松山區南京東路三段303巷6弄1號,121.5468,25.05252,3
臺北市中正區寧波西街22巷1號,121.5185,25.03097,4
臺北市中正區仁愛路一段51巷1號,121.5246,25.03895,3
臺北市松山區八德路三段12巷53弄1號,121.5508,25.04582,3
臺北市信義區大道路91號,121.5829,25.04028,4
臺北市大安區金華街199巷1弄1號,121.5282,25.03038,3
臺北市信義區忠孝東路四段553巷1號,121.5629,25.04293,1
臺北市信義區和平東路三段211號,121.5538,25.02341,1
臺北市中正區辛亥路一段1號,121.5275,25.01876,1
臺北市中山區松江路61號,121.5332,25.04861,3
臺北市松山區民生東路四段97巷6弄1號,121.5527,25.05921,1
臺北市信義區松山路601號,121.5784,25.03702,1
臺北市中山區農安街166巷1號,121.5339,25.0645,3
臺北市信義區永吉路180巷70弄1號,121.5713,25.04298,1
臺北市北投區清江路91巷17弄31號,121.5027,25.13026,4
臺北市松山區虎林街56巷1號,121.5768,25.04663,3
臺北市松山區八德路三段99巷1號,121.5536,25.04842,3
臺北市文山區景華街1號,121.5415,24.99503,1
臺北市大安區杭州南路二段93巷61號,121.5223,25.03015,3
臺北市士林區芝玉路二段61號,121.535,25.11202,4
臺北市信義區崇德街63巷1號,121.5551,25.02495,1
臺北市松山區民生東路四段80巷1號,121.5532,25.05672,1
臺北市大安區新生南路一段145巷1號,121.5332,25.03581,3
臺北市松山區延吉街46巷1號,121.5536,25.04528,3
臺北市大安區和平東路一段50巷1弄1號,121.524,25.02663,3
臺北市松山區富錦街572巷1號,121.5673,25.06255,2
臺北市信義區虎林街46巷1號,121.5766,25.04713,3
臺北市士林區福志路91號,121.5288,25.09864,1
臺北市中山區松江路330巷31號,121.5318,25.06124,3
臺北市松山區新中街4巷1號,121.5608,25.05771,1
臺北市大安區四維路84巷1號,121.5479,25.03392,3
臺北市大安區仁愛路四段91號,121.5478,25.03804,3
臺北市中山區龍江路298巷1號,121.5405,25.04707,3
臺北市大安區瑞安街154巷31號,121.5415,25.02663,1
臺北市士林區後港街181號,121.521,25.08783,4
臺北市士林區福壽街31號,121.5255,25.09625,1
臺北市信義區永吉路30巷177弄1號,121.5688,25.04169,3
臺北市大安區龍泉街93巷1號,121.5294,25.02184,3
臺北市大安區金山南路二段215巷1號,121.5266,25.02846,3
臺北市大安區安居街118巷1號,121.5521,25.01863,1
臺北市中正區重慶南路二段1號,121.515,25.03091,4
臺北市大安區師大路80巷1號,121.5282,25.02339,3
臺北市萬華區武成街169巷1號,121.4937,25.02031,2
臺北市中正區杭州南路一段105巷14弄1號,121.5248,25.03955,3
臺北市信義區吳興街583巷121號,121.5708,25.02043,2
臺北市大安區大安路一段126巷1號,121.546,25.03952,3
臺北市松山區八德路二段331號,121.5433,25.04752,3
臺北市大安區瑞安街208巷61號,121.5406,25.03052,3
臺北市松山區光復南路46巷1號,121.5572,25.04622,3
臺北市松山區民生東路五段69巷1弄1號,121.5581,25.05907,1
臺北市士林區華光街1號,121.5231,25.09504,3
臺北市中山區明水路475巷1號,121.5513,25.07822,1
臺北市內湖區新豐街151號,121.5857,25.06105,4
臺北市中山區八德路二段88巷1號,121.536,25.04553,3
臺北市中正區臨沂街69巷17弄1號,121.5284,25.03583,3
臺北市士林區士商路121號,121.5183,25.09281,4
臺北市中正區南昌路一段108巷1號,121.5175,25.03016,3
臺北市士林區通河街151號,121.5204,25.08119,2
臺北市信義區基隆路一段380巷31號,121.5585,25.0344,3
臺北市信義區松智路33巷1號,121.5659,25.03016,3
臺北市士林區天玉街1號,121.5266,25.12004,4
臺北市大安區安和路二段181號,121.5498,25.0277,3
臺北市信義區松隆路159巷1號,121.5726,25.04732,4
臺北市中山區明水路397巷19弄1號,121.5494,25.07878,1
臺北市中正區大埔街31號,121.5057,25.03199,4
臺北市大安區光復南路241號,121.5577,25.04082,3
臺北市大安區延吉街241巷2弄1號,121.5559,25.03595,3
臺北市中山區建國北路一段61號,121.5371,25.05064,3
臺北市信義區永吉路120巷31號,121.5704,25.0446,4
臺北市大安區辛亥路二段211號,121.5425,25.02164,1
臺北市中山區中山北路一段121巷1號,121.5227,25.05133,3
臺北市大安區通化街200巷1號,121.5525,25.02633,3
臺北市南港區重陽路571號,121.6144,25.06327,1
臺北市松山區延壽街421號,121.5564,25.0563,1
臺北市中山區建國北路二段258巷1號,121.5365,25.06192,3
臺北市松山區民權東路三段160巷1號,121.5482,25.06148,3
臺北市萬華區中華路二段601號,121.512,25.02412,4
臺北市內湖區民權東路六段280巷1號,121.6061,25.07127,1
臺北市士林區福德路79巷1號,121.5257,25.09556,1
臺北市南港區經貿二路157巷36弄91號,121.6149,25.06201,2
臺北市松山區新東街45巷1號,121.5667,25.0598,1
臺北市信義區忠孝東路五段372巷29弄1號,121.5742,25.03897,1
臺北市大安區臨江街151號,121.5532,25.03043,3
臺北市南港區中坡南路31號,121.5832,25.04311,4
臺北市信義區松德路181號,121.5749,25.03562,1
臺北市大安區敦化南路二段63巷54弄1號,121.5517,25.0306,3
臺北市中正區臨沂街27巷1號,121.5304,25.0412,3
臺北市中山區遼寧街76巷1號,121.5422,25.04739,3
臺北市大安區復興南路二段331號,121.5437,25.02366,1
臺北市士林區後街21巷1號,121.5248,25.09819,1
臺北市中正區金門街24巷1號,121.5229,25.02177,1
臺北市士林區中山北路七段31號,121.5305,25.11943,4
臺北市信義區忠孝東路五段372巷27弄31號,121.5749,25.03979,1
臺北市信義區虎林街108巷121號,121.5746,25.04265,4
臺北市松山區八德路四段245巷52弄1號,121.5632,25.05046,3
臺北市士林區德行東路265巷1號,121.5349,25.11024,1
臺北市中山區松江路26巷1號,121.5325,25.04716,3
臺北市大安區大安區敦化南路二段121號,121.5484,25.02761,3
臺北市松山區三民路155巷1號,121.563,25.06144,1
臺北市中正區寧波西街40巷1號,121.5182,25.0308,4
臺北市士林區忠誠路一段1號,121.5279,25.10389,4
臺北市大安區金山南路二段31巷1號,121.5285,25.03294,3
臺北市萬華區連雲街1號,121.5314,25.03599,3
臺北市內湖區民權東路六段421號,121.604,25.07095,2
臺北市士林區士東路266巷6弄1號,121.5365,25.11235,2
臺北市中山區民生東路三段61號,121.5412,25.05805,3
臺北市文山區辛亥路五段116巷1號,121.5521,24.99765,1
臺北市北投區富貴一路1號,121.5238,25.11369,1
臺北市北投區北投路二段1號,121.4994,25.13027,4
臺北市士林區天母西路1號,121.5295,25.11858,4
臺北市松山區新東街11巷1號,121.5659,25.05827,1
臺北市松山區松山區八德路二段437巷10弄1號,121.5472,25.04958,3
臺北市松山區南京東路五段251巷32弄1號,121.5649,25.05289,3
臺北市信義區松勇路31號,121.5701,25.03689,3
臺北市大安區敦化南路一段181號,121.5494,25.04292,3
臺北市士林區忠誠路一段173巷1號,121.5301,25.10624,4
臺北市大安區建國南路一段151號,121.5373,25.04167,3
臺北市松山區光復北路85巷1號,121.5582,25.05065,3
臺北市中正區重慶南路三段15巷1號,121.5158,25.02911,4
臺北市松山區民生東路三段130巷5弄1號,121.546,25.05665,3
臺北市中正區杭州南路一段143巷31號,121.5268,25.03579,3
臺北市大安區忠孝東路四段181號,121.5513,25.04155,3
臺北市大安區忠孝東路四段181巷7弄1號,121.5514,25.04218,3
臺北市中正區羅斯福路三段128巷1號,121.5276,25.02026,1
臺北市大安區忠孝東路三段248巷18弄1號,121.5417,25.04084,3
臺北市大安區樂業街159巷31號,121.5548,25.0201,1
臺北市松山區南京東路三段282巷1號,121.5455,25.05094,3
臺北市南港區昆陽街171巷3弄1號,121.594,25.04746,2
臺北市大安區四維路121號,121.5479,25.03192,3
臺北市信義區永吉路187巷4弄1號,121.5729,25.04632,4
臺北市中正區晉江街61號,121.5232,25.02425,3
臺北市中正區汀州路三段160巷1號,121.5344,25.01335,1
臺北市大安區溫州街12巷1號,121.5334,25.02574,1
臺北市中正區汀州路二段151號,121.521,25.02462,3
臺北市內湖區民權東路六段180巷41弄31號,121.5935,25.0667,1
臺北市大安區通化街151號,121.554,25.02871,3
臺北市南港區成福路181號,121.5886,25.04093,1
臺北市松山區敦化北路121號,121.5487,25.05428,3
臺北市中山區遼寧街62巷1號,121.5421,25.05063,3
臺北市大安區羅斯福路三段17巷1弄1號,121.5254,25.02391,3
臺北市中山區大直街20巷1號,121.5461,25.08145,1
臺北市信義區吳興街284巷13弄1號,121.5639,25.02451,1
臺北市信義區光復南路451號,121.5577,25.03468,3
臺北市信義區光復南路31號,121.5582,25.03534,3
臺北市松山區三民路180巷31號,121.5644,25.06253,1
臺北市中正區晉江街91號,121.5214,25.02608,3
臺北市中山區北安路578巷8弄1號,121.5489,25.08069,1
臺北市大安區麗水街9巷1號,121.5288,25.03063,3
臺北市中山區新生北路一段61號,121.5293,25.0491,3
臺北市信義區永吉路278巷42弄1號,121.574,25.04429,4
臺北市信義區吳興街583巷91號,121.5705,25.02099,2
臺北市中山區遼寧街201巷1號,121.5423,25.05431,3
臺北市中山區建國北路二段3巷1號,121.5372,25.0526,3
臺北市大安區和平東路三段271號,121.5551,25.02231,1
臺北市信義區信義路五段91號,121.5651,25.03268,3
臺北市信義區永吉路278巷48弄1號,121.574,25.0438,4
臺北市中山區四平街91號,121.5352,25.05374,3
臺北市中山區南京東路三段194巷1號,121.5428,25.0518,3
臺北市中正區信義路二段91號,121.527,25.03441,3
臺北市松山區富錦街511號,121.5644,25.06114,1
臺北市中山區中山北路二段128巷1號,121.5221,25.06184,3
臺北市士林區中山北路五段751號,121.5268,25.09891,1
臺北市中正區紹興南街1號,121.5248,25.0437,3
臺北市大同區重慶北路三段283巷1號,121.514,25.07278,1
臺北市信義區吳興街361巷23弄1號,121.5672,25.02622,1
臺北市松山區民生東路四段112巷1弄1號,121.5545,25.05781,1
臺北市內湖區金湖路31號,121.596,25.08293,4
